"Registry name","Map color (hex)","Map color (int)"
"mcwfurnitures:stripped_acacia_glass_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:stripped_acacia_glass_table","#8F7748","9402184"
"mcwfurnitures:stripped_acacia_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:stripped_acacia_large_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_acacia_lower_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_acacia_lower_triple_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_acacia_modern_chair","#8F7748","9402184"
"mcwfurnitures:stripped_acacia_modern_desk","#8F7748","9402184"
"mcwfurnitures:stripped_acacia_modern_wardrobe","#8F7748","9402184"
"mcwfurnitures:stripped_acacia_stool_chair","#8F7748","9402184"
"mcwfurnitures:stripped_acacia_striped_chair","#8F7748","9402184"
"mcwfurnitures:stripped_acacia_table","#8F7748","9402184"
"mcwfurnitures:stripped_acacia_triple_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_acacia_wardrobe","#8F7748","9402184"
"mcwfurnitures:stripped_birch_bookshelf","#8F7748","9402184"
"mcwfurnitures:stripped_birch_bookshelf_cupboard","#8F7748","9402184"
"mcwfurnitures:stripped_birch_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_birch_chair","#8F7748","9402184"
"mcwfurnitures:stripped_birch_coffee_table","#8F7748","9402184"
"mcwfurnitures:stripped_birch_counter","#8F7748","9402184"
"mcwfurnitures:stripped_birch_covered_desk","#8F7748","9402184"
"mcwfurnitures:stripped_birch_cupboard_counter","#8F7748","9402184"
"mcwfurnitures:stripped_birch_desk","#8F7748","9402184"
"mcwfurnitures:stripped_birch_double_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_birch_double_drawer_counter","#8F7748","9402184"
"mcwfurnitures:stripped_birch_double_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:stripped_birch_double_wardrobe","#8F7748","9402184"
"mcwfurnitures:stripped_birch_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_birch_drawer_counter","#8F7748","9402184"
"mcwfurnitures:stripped_birch_end_table","#8F7748","9402184"
"mcwfurnitures:stripped_birch_glass_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:stripped_birch_glass_table","#8F7748","9402184"
"mcwfurnitures:stripped_birch_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:stripped_birch_large_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_birch_lower_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_birch_lower_triple_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_birch_modern_chair","#8F7748","9402184"
"mcwfurnitures:stripped_birch_modern_desk","#8F7748","9402184"
"mcwfurnitures:stripped_birch_modern_wardrobe","#8F7748","9402184"
"mcwfurnitures:stripped_birch_stool_chair","#8F7748","9402184"
"mcwfurnitures:stripped_birch_striped_chair","#8F7748","9402184"
"mcwfurnitures:stripped_birch_table","#8F7748","9402184"
"mcwfurnitures:stripped_birch_triple_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_birch_wardrobe","#8F7748","9402184"
"mcwfurnitures:stripped_cherry_bookshelf","#8F7748","9402184"
"mcwfurnitures:stripped_cherry_bookshelf_cupboard","#8F7748","9402184"
"mcwfurnitures:stripped_cherry_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_cherry_chair","#8F7748","9402184"
"mcwfurnitures:stripped_cherry_coffee_table","#8F7748","9402184"
"mcwfurnitures:stripped_cherry_counter","#8F7748","9402184"
"mcwfurnitures:stripped_cherry_covered_desk","#8F7748","9402184"
"mcwfurnitures:stripped_cherry_cupboard_counter","#8F7748","9402184"
"mcwfurnitures:stripped_cherry_desk","#8F7748","9402184"
"mcwfurnitures:stripped_cherry_double_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_cherry_double_drawer_counter","#8F7748","9402184"
"mcwfurnitures:stripped_cherry_double_kitchen_cabinet","#F27FA5","15892389"
"mcwfurnitures:stripped_cherry_double_wardrobe","#8F7748","9402184"
"mcwfurnitures:stripped_cherry_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_cherry_drawer_counter","#8F7748","9402184"
"mcwfurnitures:stripped_cherry_end_table","#8F7748","9402184"
"mcwfurnitures:stripped_cherry_glass_kitchen_cabinet","#F27FA5","15892389"
"mcwfurnitures:stripped_cherry_glass_table","#8F7748","9402184"
"mcwfurnitures:stripped_cherry_kitchen_cabinet","#F27FA5","15892389"
"mcwfurnitures:stripped_cherry_large_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_cherry_lower_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_cherry_lower_triple_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_cherry_modern_chair","#8F7748","9402184"
"mcwfurnitures:stripped_cherry_modern_desk","#8F7748","9402184"
"mcwfurnitures:stripped_cherry_modern_wardrobe","#8F7748","9402184"
"mcwfurnitures:stripped_cherry_stool_chair","#8F7748","9402184"
"mcwfurnitures:stripped_cherry_striped_chair","#8F7748","9402184"
"mcwfurnitures:stripped_cherry_table","#8F7748","9402184"
"mcwfurnitures:stripped_cherry_triple_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_cherry_wardrobe","#8F7748","9402184"
"mcwfurnitures:stripped_crimson_bookshelf","#943F61","9715553"
"mcwfurnitures:stripped_crimson_bookshelf_cupboard","#943F61","9715553"
"mcwfurnitures:stripped_crimson_bookshelf_drawer","#943F61","9715553"
"mcwfurnitures:stripped_crimson_chair","#943F61","9715553"
"mcwfurnitures:stripped_crimson_coffee_table","#943F61","9715553"
"mcwfurnitures:stripped_crimson_counter","#943F61","9715553"
"mcwfurnitures:stripped_crimson_covered_desk","#943F61","9715553"
"mcwfurnitures:stripped_crimson_cupboard_counter","#943F61","9715553"
"mcwfurnitures:stripped_crimson_desk","#943F61","9715553"
"mcwfurnitures:stripped_crimson_double_drawer","#943F61","9715553"
"mcwfurnitures:stripped_crimson_double_drawer_counter","#943F61","9715553"
"mcwfurnitures:stripped_crimson_double_kitchen_cabinet","#5C191D","6035741"
"mcwfurnitures:stripped_crimson_double_wardrobe","#943F61","9715553"
"mcwfurnitures:stripped_crimson_drawer","#943F61","9715553"
"mcwfurnitures:stripped_crimson_drawer_counter","#943F61","9715553"
"mcwfurnitures:stripped_crimson_end_table","#943F61","9715553"
"mcwfurnitures:stripped_crimson_glass_kitchen_cabinet","#5C191D","6035741"
"mcwfurnitures:stripped_crimson_glass_table","#943F61","9715553"
"mcwfurnitures:stripped_crimson_kitchen_cabinet","#5C191D","6035741"
"mcwfurnitures:stripped_crimson_large_drawer","#943F61","9715553"
"mcwfurnitures:stripped_crimson_lower_bookshelf_drawer","#943F61","9715553"
"mcwfurnitures:stripped_crimson_lower_triple_drawer","#943F61","9715553"
"mcwfurnitures:stripped_crimson_modern_chair","#943F61","9715553"
"mcwfurnitures:stripped_crimson_modern_desk","#943F61","9715553"
"mcwfurnitures:stripped_crimson_modern_wardrobe","#943F61","9715553"
"mcwfurnitures:stripped_crimson_stool_chair","#943F61","9715553"
"mcwfurnitures:stripped_crimson_striped_chair","#943F61","9715553"
"mcwfurnitures:stripped_crimson_table","#943F61","9715553"
"mcwfurnitures:stripped_crimson_triple_drawer","#943F61","9715553"
"mcwfurnitures:stripped_crimson_wardrobe","#943F61","9715553"
"mcwfurnitures:stripped_dark_oak_bookshelf","#8F7748","9402184"
"mcwfurnitures:stripped_dark_oak_bookshelf_cupboard","#8F7748","9402184"
"mcwfurnitures:stripped_dark_oak_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_dark_oak_chair","#8F7748","9402184"
"mcwfurnitures:stripped_dark_oak_coffee_table","#8F7748","9402184"
"mcwfurnitures:stripped_dark_oak_counter","#8F7748","9402184"
"mcwfurnitures:stripped_dark_oak_covered_desk","#8F7748","9402184"
"mcwfurnitures:stripped_dark_oak_cupboard_counter","#8F7748","9402184"
"mcwfurnitures:stripped_dark_oak_desk","#8F7748","9402184"
"mcwfurnitures:stripped_dark_oak_double_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_dark_oak_double_drawer_counter","#8F7748","9402184"
"mcwfurnitures:stripped_dark_oak_double_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:stripped_dark_oak_double_wardrobe","#8F7748","9402184"
"mcwfurnitures:stripped_dark_oak_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_dark_oak_drawer_counter","#8F7748","9402184"
"mcwfurnitures:stripped_dark_oak_end_table","#8F7748","9402184"
"mcwfurnitures:stripped_dark_oak_glass_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:stripped_dark_oak_glass_table","#8F7748","9402184"
"mcwfurnitures:stripped_dark_oak_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:stripped_dark_oak_large_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_dark_oak_lower_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_dark_oak_lower_triple_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_dark_oak_modern_chair","#8F7748","9402184"
"mcwfurnitures:stripped_dark_oak_modern_desk","#8F7748","9402184"
"mcwfurnitures:stripped_dark_oak_modern_wardrobe","#8F7748","9402184"
"mcwfurnitures:stripped_dark_oak_stool_chair","#8F7748","9402184"
"mcwfurnitures:stripped_dark_oak_striped_chair","#8F7748","9402184"
"mcwfurnitures:stripped_dark_oak_table","#8F7748","9402184"
"mcwfurnitures:stripped_dark_oak_triple_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_dark_oak_wardrobe","#8F7748","9402184"
"mcwfurnitures:stripped_jungle_bookshelf","#8F7748","9402184"
"mcwfurnitures:stripped_jungle_bookshelf_cupboard","#8F7748","9402184"
"mcwfurnitures:stripped_jungle_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_jungle_chair","#8F7748","9402184"
"mcwfurnitures:stripped_jungle_coffee_table","#8F7748","9402184"
"mcwfurnitures:stripped_jungle_counter","#8F7748","9402184"
"mcwfurnitures:stripped_jungle_covered_desk","#8F7748","9402184"
"mcwfurnitures:stripped_jungle_cupboard_counter","#8F7748","9402184"
"mcwfurnitures:stripped_jungle_desk","#8F7748","9402184"
"mcwfurnitures:stripped_jungle_double_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_jungle_double_drawer_counter","#8F7748","9402184"
"mcwfurnitures:stripped_jungle_double_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:stripped_jungle_double_wardrobe","#8F7748","9402184"
"mcwfurnitures:stripped_jungle_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_jungle_drawer_counter","#8F7748","9402184"
"mcwfurnitures:stripped_jungle_end_table","#8F7748","9402184"
"mcwfurnitures:stripped_jungle_glass_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:stripped_jungle_glass_table","#8F7748","9402184"
"mcwfurnitures:stripped_jungle_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:stripped_jungle_large_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_jungle_lower_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_jungle_lower_triple_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_jungle_modern_chair","#8F7748","9402184"
"mcwfurnitures:stripped_jungle_modern_desk","#8F7748","9402184"
"mcwfurnitures:stripped_jungle_modern_wardrobe","#8F7748","9402184"
"mcwfurnitures:stripped_jungle_stool_chair","#8F7748","9402184"
"mcwfurnitures:stripped_jungle_striped_chair","#8F7748","9402184"
"mcwfurnitures:stripped_jungle_table","#8F7748","9402184"
"mcwfurnitures:stripped_jungle_triple_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_jungle_wardrobe","#8F7748","9402184"
"mcwfurnitures:stripped_mangrove_bookshelf","#8F7748","9402184"
"mcwfurnitures:stripped_mangrove_bookshelf_cupboard","#8F7748","9402184"
"mcwfurnitures:stripped_mangrove_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_mangrove_chair","#8F7748","9402184"
"mcwfurnitures:stripped_mangrove_coffee_table","#8F7748","9402184"
"mcwfurnitures:stripped_mangrove_counter","#8F7748","9402184"
"mcwfurnitures:stripped_mangrove_covered_desk","#8F7748","9402184"
"mcwfurnitures:stripped_mangrove_cupboard_counter","#8F7748","9402184"
"mcwfurnitures:stripped_mangrove_desk","#8F7748","9402184"
"mcwfurnitures:stripped_mangrove_double_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_mangrove_double_drawer_counter","#8F7748","9402184"
"mcwfurnitures:stripped_mangrove_double_kitchen_cabinet","#8E3C2E","9321518"
"mcwfurnitures:stripped_mangrove_double_wardrobe","#8F7748","9402184"
"mcwfurnitures:stripped_mangrove_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_mangrove_drawer_counter","#8F7748","9402184"
"mcwfurnitures:stripped_mangrove_end_table","#8F7748","9402184"
"mcwfurnitures:stripped_mangrove_glass_kitchen_cabinet","#8E3C2E","9321518"
"mcwfurnitures:stripped_mangrove_glass_table","#8F7748","9402184"
"mcwfurnitures:stripped_mangrove_kitchen_cabinet","#8E3C2E","9321518"
"mcwfurnitures:stripped_mangrove_large_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_mangrove_lower_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_mangrove_lower_triple_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_mangrove_modern_chair","#8F7748","9402184"
"mcwfurnitures:stripped_mangrove_modern_desk","#8F7748","9402184"
"mcwfurnitures:stripped_mangrove_modern_wardrobe","#8F7748","9402184"
"mcwfurnitures:stripped_mangrove_stool_chair","#8F7748","9402184"
"mcwfurnitures:stripped_mangrove_striped_chair","#8F7748","9402184"
"mcwfurnitures:stripped_mangrove_table","#8F7748","9402184"
"mcwfurnitures:stripped_mangrove_triple_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_mangrove_wardrobe","#8F7748","9402184"
"mcwfurnitures:stripped_oak_bookshelf","#8F7748","9402184"
"mcwfurnitures:stripped_oak_bookshelf_cupboard","#8F7748","9402184"
"mcwfurnitures:stripped_oak_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_oak_chair","#8F7748","9402184"
"mcwfurnitures:stripped_oak_coffee_table","#8F7748","9402184"
"mcwfurnitures:stripped_oak_counter","#8F7748","9402184"
"mcwfurnitures:stripped_oak_covered_desk","#8F7748","9402184"
"mcwfurnitures:stripped_oak_cupboard_counter","#8F7748","9402184"
"mcwfurnitures:stripped_oak_desk","#8F7748","9402184"
"mcwfurnitures:stripped_oak_double_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_oak_double_drawer_counter","#8F7748","9402184"
"mcwfurnitures:stripped_oak_double_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:stripped_oak_double_wardrobe","#8F7748","9402184"
"mcwfurnitures:stripped_oak_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_oak_drawer_counter","#8F7748","9402184"
"mcwfurnitures:stripped_oak_end_table","#8F7748","9402184"
"mcwfurnitures:stripped_oak_glass_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:stripped_oak_glass_table","#8F7748","9402184"
"mcwfurnitures:stripped_oak_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:stripped_oak_large_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_oak_lower_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_oak_lower_triple_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_oak_modern_chair","#8F7748","9402184"
"mcwfurnitures:stripped_oak_modern_desk","#8F7748","9402184"
"mcwfurnitures:stripped_oak_modern_wardrobe","#8F7748","9402184"
"mcwfurnitures:stripped_oak_stool_chair","#8F7748","9402184"
"mcwfurnitures:stripped_oak_striped_chair","#8F7748","9402184"
"mcwfurnitures:stripped_oak_table","#8F7748","9402184"
"mcwfurnitures:stripped_oak_triple_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_oak_wardrobe","#8F7748","9402184"
"mcwfurnitures:stripped_spruce_bookshelf","#8F7748","9402184"
"mcwfurnitures:stripped_spruce_bookshelf_cupboard","#8F7748","9402184"
"mcwfurnitures:stripped_spruce_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_spruce_chair","#8F7748","9402184"
"mcwfurnitures:stripped_spruce_coffee_table","#8F7748","9402184"
"mcwfurnitures:stripped_spruce_counter","#8F7748","9402184"
"mcwfurnitures:stripped_spruce_covered_desk","#8F7748","9402184"
"mcwfurnitures:stripped_spruce_cupboard_counter","#8F7748","9402184"
"mcwfurnitures:stripped_spruce_desk","#8F7748","9402184"
"mcwfurnitures:stripped_spruce_double_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_spruce_double_drawer_counter","#8F7748","9402184"
"mcwfurnitures:stripped_spruce_double_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:stripped_spruce_double_wardrobe","#8F7748","9402184"
"mcwfurnitures:stripped_spruce_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_spruce_drawer_counter","#8F7748","9402184"
"mcwfurnitures:stripped_spruce_end_table","#8F7748","9402184"
"mcwfurnitures:stripped_spruce_glass_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:stripped_spruce_glass_table","#8F7748","9402184"
"mcwfurnitures:stripped_spruce_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:stripped_spruce_large_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_spruce_lower_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_spruce_lower_triple_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_spruce_modern_chair","#8F7748","9402184"
"mcwfurnitures:stripped_spruce_modern_desk","#8F7748","9402184"
"mcwfurnitures:stripped_spruce_modern_wardrobe","#8F7748","9402184"
"mcwfurnitures:stripped_spruce_stool_chair","#8F7748","9402184"
"mcwfurnitures:stripped_spruce_striped_chair","#8F7748","9402184"
"mcwfurnitures:stripped_spruce_table","#8F7748","9402184"
"mcwfurnitures:stripped_spruce_triple_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_spruce_wardrobe","#8F7748","9402184"
"mcwfurnitures:stripped_warped_bookshelf","#3A8E8C","3837580"
"mcwfurnitures:stripped_warped_bookshelf_cupboard","#3A8E8C","3837580"
"mcwfurnitures:stripped_warped_bookshelf_drawer","#3A8E8C","3837580"
"mcwfurnitures:stripped_warped_chair","#3A8E8C","3837580"
"mcwfurnitures:stripped_warped_coffee_table","#3A8E8C","3837580"
"mcwfurnitures:stripped_warped_counter","#3A8E8C","3837580"
"mcwfurnitures:stripped_warped_covered_desk","#3A8E8C","3837580"
"mcwfurnitures:stripped_warped_cupboard_counter","#3A8E8C","3837580"
"mcwfurnitures:stripped_warped_desk","#3A8E8C","3837580"
"mcwfurnitures:stripped_warped_double_drawer","#3A8E8C","3837580"
"mcwfurnitures:stripped_warped_double_drawer_counter","#3A8E8C","3837580"
"mcwfurnitures:stripped_warped_double_kitchen_cabinet","#14B485","1356933"
"mcwfurnitures:stripped_warped_double_wardrobe","#3A8E8C","3837580"
"mcwfurnitures:stripped_warped_drawer","#3A8E8C","3837580"
"mcwfurnitures:stripped_warped_drawer_counter","#3A8E8C","3837580"
"mcwfurnitures:stripped_warped_end_table","#3A8E8C","3837580"
"mcwfurnitures:stripped_warped_glass_kitchen_cabinet","#14B485","1356933"
"mcwfurnitures:stripped_warped_glass_table","#3A8E8C","3837580"
"mcwfurnitures:stripped_warped_kitchen_cabinet","#14B485","1356933"
"mcwfurnitures:stripped_warped_large_drawer","#3A8E8C","3837580"
"mcwfurnitures:stripped_warped_lower_bookshelf_drawer","#3A8E8C","3837580"
"mcwfurnitures:stripped_warped_lower_triple_drawer","#3A8E8C","3837580"
"mcwfurnitures:stripped_warped_modern_chair","#3A8E8C","3837580"
"mcwfurnitures:stripped_warped_modern_desk","#3A8E8C","3837580"
"mcwfurnitures:stripped_warped_modern_wardrobe","#3A8E8C","3837580"
"mcwfurnitures:stripped_warped_stool_chair","#3A8E8C","3837580"
"mcwfurnitures:stripped_warped_striped_chair","#3A8E8C","3837580"
"mcwfurnitures:stripped_warped_table","#3A8E8C","3837580"
"mcwfurnitures:stripped_warped_triple_drawer","#3A8E8C","3837580"
"mcwfurnitures:stripped_warped_wardrobe","#3A8E8C","3837580"
"mcwfurnitures:warped_bookshelf","#3A8E8C","3837580"
"mcwfurnitures:warped_bookshelf_cupboard","#3A8E8C","3837580"
"mcwfurnitures:warped_bookshelf_drawer","#3A8E8C","3837580"
"mcwfurnitures:warped_chair","#3A8E8C","3837580"
"mcwfurnitures:warped_coffee_table","#3A8E8C","3837580"
"mcwfurnitures:warped_counter","#3A8E8C","3837580"
"mcwfurnitures:warped_covered_desk","#3A8E8C","3837580"
"mcwfurnitures:warped_cupboard_counter","#3A8E8C","3837580"
"mcwfurnitures:warped_desk","#3A8E8C","3837580"
"mcwfurnitures:warped_double_drawer","#3A8E8C","3837580"
"mcwfurnitures:warped_double_drawer_counter","#3A8E8C","3837580"
"mcwfurnitures:warped_double_kitchen_cabinet","#14B485","1356933"
"mcwfurnitures:warped_double_wardrobe","#3A8E8C","3837580"
"mcwfurnitures:warped_drawer","#3A8E8C","3837580"
"mcwfurnitures:warped_drawer_counter","#3A8E8C","3837580"
"mcwfurnitures:warped_end_table","#3A8E8C","3837580"
"mcwfurnitures:warped_glass_kitchen_cabinet","#14B485","1356933"
"mcwfurnitures:warped_glass_table","#3A8E8C","3837580"
"mcwfurnitures:warped_kitchen_cabinet","#14B485","1356933"
"mcwfurnitures:warped_large_drawer","#3A8E8C","3837580"
"mcwfurnitures:warped_lower_bookshelf_drawer","#3A8E8C","3837580"
"mcwfurnitures:warped_lower_triple_drawer","#3A8E8C","3837580"
"mcwfurnitures:warped_modern_chair","#3A8E8C","3837580"
"mcwfurnitures:warped_modern_desk","#3A8E8C","3837580"
"mcwfurnitures:warped_modern_wardrobe","#3A8E8C","3837580"
"mcwfurnitures:warped_stool_chair","#3A8E8C","3837580"
"mcwfurnitures:warped_striped_chair","#3A8E8C","3837580"
"mcwfurnitures:warped_table","#3A8E8C","3837580"
