"ID","Registry name","Tags"
225,"regions_unexplored:pine_taiga","c:tree_coniferous, naturalist:has_bluejay, fishofthieves:spawns_battlegills, bloomingnature:has_structure/taiga, c:taiga, minecraft:has_structure/mineshaft, minecraft:is_overworld, fishofthieves:spawns_devilfish, forge:is_coniferous, forge:overworld/in, forge:taiga, immersive_weathering:has_permafrost, forge:coniferous/tree, naturalist:has_bear, bloomingnature:has_structure/temperate, vinery:spawns_taiga_grape, minecraft:stronghold_biased_to, minecraft:is_taiga, minecraft:has_structure/stronghold, exoticbirds:is_forest_bird_spawn, c:in_overworld, bakery:spawns_strawberries, twigs:spawns_pebble, biome_tag_villagers:villager_taiga, minecraft:has_structure/ruined_portal_standard, twigs:spawns_twig"
226,"galosphere:pink_salt_caves","galosphere:has_structure/pink_salt_shrine"
227,"minecraft:plains","forge:is_eyestalker, twigs:spawns_pebble, naturalist:has_snail, croptopia:has_crop/broccoli, bloomingnature:has_structure/temperate, minecraft:has_structure/mineshaft, terralith:has_structure/fortified_village, bakery:spawns_strawberries, spawn:small_anthill_generates, naturalist:has_sparrow, minecraft:stronghold_biased_to, c:climate_temperate, insects_recrafted:freezingbiomes, croptopia:has_crop/soybean, forge:is_goblin, bloomingnature:plains, forge:with_default_monster_spawns, croptopia:has_crop/cabbage, croptopia:has_crop/sweetpotato, forge:is_general, minecraft:has_structure/pillager_outpost, naturalist:has_butterfly, insects_recrafted:grassybiomes, dynamictrees:is_bee_nest_common, forge:is_generalnotempcave, naturalist:has_firefly, minecraft:is_overworld, croptopia:has_crop/mustard, delightful:mini_melon_spawns, croptopia:has_crop/oat, croptopia:has_crop/greenbean, forge:overworld/in, projectvibrantjourneys:has_logs/oak, croptopia:has_crop/chile_pepper, fruitsdelight:plants/lemon_biomes, forge:is_generalcave, c:in_overworld, exoticbirds:is_peafowl_spawn, goodending:spicy_wildflower_generates, wildernature:spawns_raccoon, croptopia:has_crop/corn, fishofthieves:spawns_battlegills, forge:is_grassland, wildernature:spawns_squirrel, forge:plains, bloomingnature:overworld, fruitsdelight:vanilla/plains, forge:is_plains, naturalist:has_snake, exoticbirds:is_hummingbird_spawn, croptopia:has_crop/kale, croptopia:has_crop/bellpepper, bakery:has_structure/bakery, croptopia:has_crop/pepper, goodending:stone_tuff_boulder_generates, wildernature:spawns_dog, minecraft:has_structure/village_plains, vinery:spawns_grape, minecraft:has_structure/ruined_portal_standard, wildernature:spawns_patch_hazelnut_bush, insects_recrafted:savannabiomes, croptopia:has_crop/cucumber, vinery:spawns_cherry_tree, naturalist:has_robin, bakery:has_structure/oat_field, c:plains, minecraft:has_structure/stronghold, croptopia:has_crop/lettuce, forge:is_generalnotemp, fishofthieves:spawns_devilfish, croptopia:has_crop/barley, forge:temperate/climate, spawn:hamster_spawns"
228,"regions_unexplored:poppy_fields","delightful:mini_melon_spawns, naturalist:has_firefly, minecraft:has_structure/ruined_portal_standard, naturalist:has_butterfly, forge:is_general, minecraft:is_overworld, forge:is_generalnotemp, forge:is_goblin, minecraft:has_structure/stronghold, naturalist:has_snail, naturalist:has_snake, forge:is_generalnotempcave, forge:is_cold, forge:is_generalcave, minecraft:stronghold_biased_to, naturalist:has_robin, c:in_overworld, forge:is_eyestalker, forge:overworld/in, forge:is_plains, exoticbirds:is_hummingbird_spawn, fishofthieves:spawns_devilfish, minecraft:has_structure/mineshaft, exoticbirds:is_peafowl_spawn, forge:is_cold/overworld, minecraft:has_structure/pillager_outpost, naturalist:has_sparrow, fishofthieves:spawns_battlegills"
229,"biomesoplenty:prairie","naturalist:has_snail, exoticbirds:is_hummingbird_spawn, tumbleweed:whitelist, forge:overworld/in, minecraft:has_structure/pillager_outpost, naturalist:has_snake, naturalist:has_firefly, forge:is_sparse, forge:is_dry, minecraft:has_structure/ruined_portal_standard, c:in_overworld, minecraft:has_structure/stronghold, minecraft:has_structure/mineshaft, minecraft:is_overworld, exoticbirds:is_peafowl_spawn, forge:is_sparse/overworld, forge:is_eyestalker, minecraft:stronghold_biased_to, naturalist:has_butterfly, forge:is_plains, forge:is_general, projectvibrantjourneys:has_logs/oak, forge:is_generalnotempcave, forge:is_dry/overworld, fishofthieves:spawns_battlegills, forge:is_goblin, naturalist:has_sparrow, naturalist:has_robin, forge:is_generalnotemp, forge:is_generalcave, minecraft:has_structure/village_plains, delightful:mini_melon_spawns, fishofthieves:spawns_devilfish"
230,"biomeswevegone:prairie","forge:is_general, biomeswevegone:density/dense, forge:is_generalcave, biomeswevegone:climate/temperate, minecraft:is_overworld, naturalist:has_firefly, biomeswevegone:overworld, forge:is_generalnotemp, fishofthieves:spawns_devilfish, naturalist:has_robin, forge:is_plains, fishofthieves:spawns_battlegills, c:in_overworld, forge:overworld/in, biomeswevegone:plains, biomeswevegone:has_structure/prairie_house, forge:is_eyestalker, exoticbirds:is_hummingbird_spawn, naturalist:has_butterfly, forge:is_generalnotempcave, naturalist:has_snail, minecraft:has_structure/stronghold, forge:is_flutterfly, forge:is_dense/overworld, naturalist:has_snake, delightful:mini_melon_spawns, forge:is_dense, naturalist:has_sparrow, forge:is_goblin, exoticbirds:is_peafowl_spawn"
231,"regions_unexplored:prairie","exoticbirds:is_hummingbird_spawn, delightful:mini_melon_spawns, forge:is_generalnotemp, forge:overworld/in, minecraft:has_structure/mineshaft, forge:is_generalnotempcave, forge:is_generalcave, naturalist:has_sparrow, forge:is_goblin, c:in_overworld, forge:is_eyestalker, minecraft:has_structure/stronghold, minecraft:has_structure/ruined_portal_standard, minecraft:is_overworld, minecraft:has_structure/village_plains, minecraft:has_structure/pillager_outpost, naturalist:has_robin, minecraft:stronghold_biased_to, fishofthieves:spawns_battlegills, naturalist:has_snake, naturalist:has_snail, naturalist:has_firefly, exoticbirds:is_peafowl_spawn, fishofthieves:spawns_devilfish, forge:is_plains, naturalist:has_butterfly, forge:is_general"
232,"regions_unexplored:prismachasm","fishofthieves:spawns_battlegills, forge:is_cave, minecraft:stronghold_biased_to, minecraft:has_structure/stronghold, c:in_overworld, naturalist:has_snail, minecraft:is_overworld, minecraft:has_structure/ruined_portal_standard, forge:is_generalnotempcave, fishofthieves:spawns_devilfish, forge:overworld/in, forge:is_generalcave, forge:is_underground"
233,"regions_unexplored:pumpkin_fields","forge:is_generalcave, fishofthieves:spawns_battlegills, delightful:mini_melon_spawns, forge:is_cold/overworld, naturalist:has_firefly, minecraft:has_structure/mineshaft, naturalist:has_butterfly, forge:is_general, minecraft:is_overworld, forge:is_generalnotempcave, forge:is_cold, fishofthieves:spawns_devilfish, naturalist:has_robin, forge:is_eyestalker, exoticbirds:is_hummingbird_spawn, forge:overworld/in, forge:is_generalnotemp, forge:is_plains, naturalist:has_sparrow, forge:is_goblin, minecraft:stronghold_biased_to, c:in_overworld, minecraft:has_structure/stronghold, naturalist:has_snake, exoticbirds:is_peafowl_spawn, naturalist:has_snail"
234,"biomesoplenty:pumpkin_patch","minecraft:stronghold_biased_to, wildernature:spawns_deer, forge:is_sparse/overworld, c:in_overworld, minecraft:has_structure/ruined_portal_standard, forge:forest, c:forest, minecraft:has_structure/mineshaft, croptopia:has_crop/spinach, croptopia:has_crop/strawberry, naturalist:has_firefly, fishofthieves:spawns_battlegills, naturalist:has_boar, minecraft:has_structure/stronghold, projectvibrantjourneys:has_logs/dark_oak, fishofthieves:spawns_pondies, forge:is_sparse, croptopia:has_crop/tea_leaves, naturalist:has_robin, croptopia:has_crop/tomatillo, croptopia:has_crop/cantaloupe, wildernature:spawns_hedgehog, exoticbirds:is_hummingbird_spawn, forge:is_flutterfly, fishofthieves:spawns_devilfish, minecraft:is_overworld, goodending:spicy_wildflower_generates, naturalist:has_deer, croptopia:has_crop/grape, croptopia:has_crop/blackberry, naturalist:has_lizard, naturalist:has_snake, croptopia:has_crop/cauliflower, croptopia:has_crop/blueberry, bakery:spawns_strawberries, immersive_weathering:has_ivy, forge:is_general, wildernature:spawns_turkey, forge:is_generalcave, delightful:salmonberry_spawns, waddles:spawn_exclude, forge:is_generalnotempcave, exoticbirds:is_tropic_bird_spawn, exoticbirds:is_peafowl_spawn, minecraft:is_forest, forge:is_goblin, exoticbirds:is_forest_bird_spawn, twigs:spawns_twig, crittersandcompanions:silk_cocoon_spawns, dynamictrees:is_bee_nest_rare, naturalist:has_cardinal, naturalist:has_snail, wildernature:spawns_owl, croptopia:has_crop/radish, spawn:small_anthill_generates, croptopia:has_crop/blackbean, croptopia:has_crop/elderberry, forge:is_generalnotemp, forge:overworld/in, wildernature:spawns_boar, naturalist:has_bear, naturalist:has_butterfly, naturalist:has_finch, croptopia:has_crop/raspberry, croptopia:has_crop/celery, vinery:spawns_grape, croptopia:has_crop/tomato"
235,"biomeswevegone:pumpkin_valley","forge:is_general, forge:is_dense, forge:is_dense/overworld, exoticbirds:is_hummingbird_spawn, forge:is_generalnotempcave, naturalist:has_snail, naturalist:has_snake, naturalist:has_firefly, forge:is_generalcave, fishofthieves:spawns_devilfish, forge:is_plains, biomeswevegone:has_structure/village_pumpkin_patch, naturalist:has_sparrow, biomeswevegone:density/dense, minecraft:is_overworld, biomeswevegone:plains, biomeswevegone:overworld, delightful:mini_melon_spawns, c:in_overworld, exoticbirds:is_peafowl_spawn, forge:is_eyestalker, forge:is_generalnotemp, forge:is_flutterfly, naturalist:has_robin, fishofthieves:spawns_battlegills, forge:is_goblin, minecraft:has_structure/stronghold, forge:overworld/in, naturalist:has_butterfly"
236,"biomeswevegone:rainbow_beach","fishofthieves:spawns_battlegills, tumbleweed:whitelist, biomeswevegone:sandy, delightful:cantaloupe_spawns, naturalist:has_rattlesnake, biomeswevegone:overworld, upgrade_aquatic:has_feature/ammonite_ore, forge:is_wet/overworld, salt:has_rock_salt_deposits, fishofthieves:islehopper_spawn_at_coast, exoticbirds:is_pelican_spawn, fishofthieves:spawns_sandy_wildsplash, forge:beach, forge:is_sandy, minecraft:has_structure/buried_treasure, twigs:spawns_sea_shell, biomeswevegone:beach, alexsmobs:spawns_desert_crocodiles, fishofthieves:spawns_wildsplash, minecraft:is_beach, c:beach, forge:overworld/in, minecraft:has_structure/shipwreck_beached, biomeswevegone:climate/wet, minecraft:has_structure/stronghold, exoticbirds:is_water_bird_spawn, forge:is_waterbased, minecraft:has_structure/mineshaft, fishofthieves:spawns_devilfish, naturalist:has_cardinal, twigs:spawns_pebble, c:in_overworld, fishofthieves:spawns_islehoppers, naturalist:has_coral_snake, minecraft:has_structure/ruined_portal_standard, upgrade_aquatic:has_feature/driftwood_beach, minecraft:is_overworld, forge:is_wet, immersive_weathering:has_sandy_dirt, immersive_weathering:wet"
237,"biomesoplenty:rainforest","croptopia:has_crop/onion, minecraft:has_structure/ruined_portal_jungle, immersive_weathering:has_loam, exoticbirds:is_hummingbird_spawn, fishofthieves:spawns_islehoppers, forge:is_generalcave, forge:hot/climate, forge:wet/climate, forge:is_goblin, goodending:balmy_wildflower_generates, forge:overworld/in, c:in_overworld, croptopia:has_crop/rice, fruitsdelight:plants/durian_biomes, croptopia:has_crop/basil, fishofthieves:spawns_moss_islehoppers, minecraft:spawns_warm_variant_frogs, forge:dense/vegetation, minecraft:increased_fire_burnout, minecraft:is_overworld, forge:is_lush, fishofthieves:spawns_muddy_wildsplash, biome_tag_villagers:villager_jungle, croptopia:has_crop/peanut, fishofthieves:spawns_wildsplash, fruitsdelight:plants/peach_biomes, immersive_weathering:wet, exoticbirds:is_cassowary_spawn, fruitsdelight:plants/cranberry_biomes, croptopia:has_crop/pineapple, fruitsdelight:plants/mango_biomes, fruitsdelight:plants/bayberry_biomes, forge:is_flutterfly, crittersandcompanions:silk_cocoon_spawns, naturalist:has_hippo, c:tree_jungle, bakery:spawns_strawberries, immersive_weathering:hot, c:vegetation_dense, naturalist:has_coral_snake, forge:is_general, forge:jungle, forge:is_dense/overworld, croptopia:has_crop/vanilla, minecraft:has_structure/mineshaft, vinery:spawns_jungle_grape, sereneseasons:tropical_biomes, forge:is_hot/overworld, forge:jungle/tree, minecraft:has_structure/trail_ruins, exoticbirds:is_pelican_spawn, naturalist:has_lizard, croptopia:has_crop/greenonion, upgrade_aquatic:has_feature/pickerelweed, croptopia:has_crop/coffee_beans, forge:is_dense, minecraft:stronghold_biased_to, exoticbirds:is_tropic_bird_spawn, naturalist:has_tortoise, fishofthieves:spawns_battlegills, croptopia:has_crop/garlic, fishofthieves:spawns_devilfish, exoticbirds:is_peafowl_spawn, c:jungle, exoticbirds:is_dry_tropic_bird_spawn, fruitsdelight:plants/mangosteen_biomes, croptopia:has_crop/turnip, c:climate_wet, minecraft:has_structure/stronghold, minecraft:is_jungle, croptopia:has_crop/rhubarb, forge:is_wet, minecraft:has_closer_water_fog, forge:is_wet/overworld, croptopia:has_crop/eggplant, c:climate_hot, minecraft:has_structure/jungle_temple, fruitsdelight:compat/hot_humid, forge:is_hot, fruitsdelight:plants/lychee_biomes, croptopia:has_crop/honeydew"
238,"regions_unexplored:rainforest","goodending:balmy_wildflower_generates, fishofthieves:spawns_battlegills, c:jungle, forge:is_wet/overworld, naturalist:has_lizard, immersive_weathering:hot, c:climate_hot, naturalist:has_tortoise, naturalist:has_hippo, forge:hot/climate, fishofthieves:spawns_moss_islehoppers, forge:is_dense, minecraft:spawns_warm_variant_frogs, forge:is_generalcave, c:in_overworld, minecraft:has_structure/stronghold, minecraft:has_structure/mineshaft, exoticbirds:is_hummingbird_spawn, c:tree_jungle, minecraft:is_jungle, forge:wet/climate, minecraft:has_structure/jungle_temple, forge:is_general, exoticbirds:is_dry_tropic_bird_spawn, forge:is_flutterfly, vinery:spawns_jungle_grape, exoticbirds:is_tropic_bird_spawn, biome_tag_villagers:villager_jungle, forge:jungle/tree, crittersandcompanions:silk_cocoon_spawns, forge:is_dense/overworld, minecraft:is_overworld, forge:dense/vegetation, bakery:spawns_strawberries, minecraft:has_structure/ruined_portal_jungle, c:vegetation_dense, immersive_weathering:has_loam, forge:is_goblin, minecraft:stronghold_biased_to, forge:is_hot/overworld, exoticbirds:is_cassowary_spawn, forge:is_wet, upgrade_aquatic:has_feature/pickerelweed, exoticbirds:is_pelican_spawn, immersive_weathering:wet, c:climate_wet, naturalist:has_coral_snake, fishofthieves:spawns_devilfish, exoticbirds:is_peafowl_spawn, fishofthieves:spawns_islehoppers, forge:overworld/in, minecraft:increased_fire_burnout, forge:jungle, fishofthieves:spawns_wildsplash, forge:is_hot"
239,"terralith:red_oasis","forge:is_wet/overworld, fishofthieves:spawns_devilfish, c:badlands, forge:hot/climate, forge:overworld/in, terralith:all_terralith_biomes, immersive_weathering:hot, minecraft:has_structure/stronghold, c:climate_hot, forge:mesa, projectvibrantjourneys:has_logs/jungle, terralith:has_structure/rubble_desert, minecraft:is_overworld, c:mesa, c:climate_dry, minecraft:spawns_warm_variant_frogs, forge:is_hot, terralith:has_structure/rubble_mesa, forge:is_generalcave, forge:is_hot/overworld, tumbleweed:whitelist, minecraft:has_structure/mineshaft, immersive_weathering:wet, c:climate_wet, immersive_weathering:has_lakebed, forge:wet/climate, forge:badlands, croptopia:has_crop/saguaro, forge:dry/climate, fishofthieves:spawns_battlegills, forge:is_general, forge:is_wet, c:in_overworld, terralith:all_terralith_biomes_no_mineshafts"
240,"biomeswevegone:red_rock_valley","c:badlands, minecraft:has_structure/mineshaft_mesa, immersive_weathering:has_lakebed, exoticbirds:is_desert_bird_spawn, forge:is_hot/overworld, forge:overworld/in, tumbleweed:whitelist, biomeswevegone:red_rock_arch, fishofthieves:spawns_battlegills, minecraft:has_structure/stronghold, forge:dry/climate, minecraft:spawns_warm_variant_frogs, immersive_weathering:hot, biomeswevegone:overworld, minecraft:is_badlands, alexsmobs:spawns_red_gusters, c:in_overworld, fishofthieves:spawns_devilfish, naturalist:has_vulture, forge:is_hot, naturalist:has_rattlesnake, minecraft:has_structure/ruined_portal_mountain, c:climate_hot, biomeswevegone:climate/hot, biomeswevegone:badlands, immersive_weathering:has_earthen_clay, forge:is_dry/overworld, biomeswevegone:has_structure/village_red_rock, forge:is_general, forge:hot/climate, forge:is_dry, forge:is_generalcave, minecraft:is_overworld, exoticbirds:is_cassowary_spawn, biomeswevegone:climate/dry, forge:badlands, c:climate_dry, goodending:red_sandstone_boulder_generates"
